Locality,Price,Type,Subtype,Rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace Area,Garden,Garden Area,Surface of the plot,Number of facades,Swimming pool,State of the building,Sale Type
Gent,300000,HOUSE,HOUSE,4,110,0,0,0,0,None,1,4,48,2,0,GOOD,For Sale
Tienen,365000,HOUSE,HOUSE,3,145,0,0,0,0,None,0,None,144,4,0,None,For Sale
Awans,179000,HOUSE,HOUSE,1,74,0,0,0,1,15,0,None,0,4,0,GOOD,For Sale
Marche-en-Famenne,320000,HOUSE,HOUSE,5,190,0,0,0,1,20,0,None,933,4,0,GOOD,For Sale
BERCHEM-SAINTE-AGATHE,425000,HOUSE,HOUSE,2,215,0,0,0,1,20,1,100,193,2,0,GOOD,For Sale
Awans Hognoul,179000,HOUSE,HOUSE,1,74,0,0,0,1,15,0,None,0,4,0,GOOD,For Sale
Seraing,110000,HOUSE,HOUSE,2,65,0,0,0,0,None,1,70,80,3,0,TO_BE_DONE_UP,For Sale
Aalst,236000,HOUSE,HOUSE,4,None,0,0,0,0,None,0,None,127,1,0,GOOD,For Sale
Piétrebais,469000,HOUSE,VILLA,5,196,0,0,0,1,None,0,None,5058,4,0,None,For Sale
Mariakerke,468000,HOUSE,VILLA,2,120,0,0,0,1,None,0,None,690,4,0,GOOD,For Sale
Boortmeerbeek,460000,HOUSE,HOUSE,3,158,0,0,0,1,None,0,None,793,3,0,GOOD,For Sale
Couvin,530000,HOUSE,HOUSE,4,None,0,0,0,1,1,1,1,1878,None,1,AS_NEW,For Sale
Edegem,595000,HOUSE,HOUSE,3,150,0,0,0,0,None,0,None,236,3,0,GOOD,For Sale
Forest,625000,HOUSE,HOUSE,3,250,0,0,0,1,5,1,190,351,2,0,TO_RENOVATE,For Sale
Dilbeek,649000,HOUSE,EXCEPTIONAL_PROPERTY,3,282,0,0,1,1,1,1,1,3840,None,0,TO_BE_DONE_UP,For Sale
Melle,350000,APARTMENT,APARTMENT,2,69,0,0,0,1,16,0,None,None,None,0,GOOD,For Sale
Bonheiden,1249000,HOUSE,VILLA,3,326,0,0,0,0,None,0,None,1450,4,0,None,For Sale
Woluwe-Saint-Lambert,525000,APARTMENT,TRIPLEX,4,168,0,0,0,1,12,0,None,None,2,0,AS_NEW,For Sale
TERVUREN,260000,HOUSE,HOUSE,3,109,0,0,0,0,None,0,None,46,2,0,None,For Sale
Rebecq,280000,HOUSE,HOUSE,2,94,0,0,0,1,None,0,None,253,4,0,None,For Sale
Anseroeul,525000,HOUSE,HOUSE,4,201,0,0,0,1,None,0,None,1250,4,0,GOOD,For Sale
LEUVEN,645000,HOUSE,HOUSE,4,315,0,0,0,0,None,0,None,0,2,0,GOOD,For Sale
Lede,316405,APARTMENT,APARTMENT,2,89,0,0,0,1,8,0,None,None,None,0,None,For Sale
Lede,347533,APARTMENT,APARTMENT,2,102,0,0,0,1,8,0,None,None,None,0,None,For Sale
Charleroi,90000,APARTMENT,APARTMENT,1,None,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Beringen,156000,APARTMENT,APARTMENT,1,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
Gentbrugge,575000,HOUSE,HOUSE,3,344,0,0,0,0,None,0,None,214,None,0,None,For Sale
Dinant,160000,HOUSE,HOUSE,5,205,0,0,0,0,None,0,None,2300,None,0,GOOD,For Sale
Montignies-sur-Sambre,180000,APARTMENT,APARTMENT,2,180,0,0,0,0,None,0,None,None,None,0,None,For Sale
Montignies-sur-Sambre,180000,APARTMENT,APARTMENT,2,100,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Nevele,795000,HOUSE,FARMHOUSE,3,227,0,0,0,0,None,0,None,17251,None,0,GOOD,For Sale
Meigem,795000,HOUSE,FARMHOUSE,3,227,0,0,0,0,None,0,None,17251,None,0,GOOD,For Sale
Edegem,226900,HOUSE,HOUSE,0,103,0,0,0,0,None,0,None,103,None,0,None,For Sale
Hooglede,749000,HOUSE,HOUSE,5,None,0,0,0,0,None,0,None,3410,None,0,GOOD,For Sale
Gentbrugge,399000,HOUSE,HOUSE,3,120,0,0,0,0,None,0,None,0,None,0,JUST_RENOVATED,For Sale
Gent,395000,HOUSE,HOUSE,3,150,0,0,0,0,None,0,None,75,None,0,AS_NEW,For Sale
Herentals,190000,APARTMENT,APARTMENT,3,110,0,0,0,0,None,0,None,None,None,0,TO_BE_DONE_UP,For Sale
Wetteren,465000,HOUSE,VILLA,3,146,0,0,0,1,None,0,None,422,3,0,GOOD,For Sale
Sint-Idesbald,865000,APARTMENT,APARTMENT,2,100,0,0,0,1,None,0,None,None,None,0,AS_NEW,For Sale
Wetteren,465000,HOUSE,VILLA,3,146,0,0,0,1,None,0,None,428,3,0,GOOD,For Sale
Geraardsbergen,355000,HOUSE,HOUSE,3,153,0,0,0,0,None,0,None,355,None,0,GOOD,For Sale
Geraardsbergen,579000,HOUSE,HOUSE,3,225,1,0,0,0,None,0,None,1618,None,0,GOOD,For Sale
Oostkamp,490000,HOUSE,HOUSE,4,200,0,0,0,0,None,0,None,646,None,0,GOOD,For Sale
Blankenberge,119000,APARTMENT,APARTMENT,2,76,0,0,0,1,None,0,None,None,None,0,TO_RENOVATE,For Sale
Damme,2500000,HOUSE,FARMHOUSE,5,339,0,0,0,0,None,0,None,7429,None,0,AS_NEW,For Sale
De Panne,295000,APARTMENT,APARTMENT,3,None,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Roosdaal,360000,HOUSE,APARTMENT_BLOCK,3,None,0,0,0,0,None,0,None,655,3,0,GOOD,For Sale
Oedelem,625000,HOUSE,VILLA,0,293,0,0,0,0,None,0,None,4610,None,0,TO_RENOVATE,For Sale
Ressaix,195000,APARTMENT,APARTMENT,2,80,0,0,0,1,30,1,400,None,2,0,GOOD,For Sale
Lede,368355,APARTMENT,APARTMENT,2,110,1,0,0,1,8,0,None,None,3,0,GOOD,For Sale
Lede,357226,APARTMENT,APARTMENT,2,110,0,0,0,1,8,0,None,None,None,0,None,For Sale
Lede,368355,APARTMENT,APARTMENT,2,110,0,0,0,1,8,0,None,None,None,0,None,For Sale
Bruxelles,595000,APARTMENT,LOFT,2,227,1,0,0,1,6,0,None,None,3,0,AS_NEW,For Sale
Woluwe-Saint-Lambert,160000,APARTMENT,FLAT_STUDIO,1,37,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Knokke-Heist,825000,APARTMENT,APARTMENT,2,105,1,0,0,1,None,0,None,None,2,0,AS_NEW,For Sale
Woluwe-Saint-Pierre,860000,APARTMENT,APARTMENT,4,223,1,0,0,1,24,0,None,None,3,0,TO_BE_DONE_UP,For Sale
Knokke-Heist,1095000,APARTMENT,PENTHOUSE,2,85,1,0,0,1,59,0,None,None,2,0,AS_NEW,For Sale
Knokke-Heist Knokke,1635000,APARTMENT,APARTMENT,1,81,1,0,0,1,None,0,None,None,2,0,GOOD,For Sale
Sint-Antelinks,479000,HOUSE,HOUSE,3,191,0,0,0,1,21,1,620,900,2,0,None,For Sale
Huy,259000,HOUSE,HOUSE,3,115,0,0,0,0,None,1,49,20,3,0,None,For Sale
Knokke-Heist,1795000,APARTMENT,APARTMENT,4,128,1,0,0,1,9,0,None,None,3,0,AS_NEW,For Sale
Auderghem,399000,HOUSE,HOUSE,4,132,0,0,0,1,4,1,30,95,2,0,TO_RENOVATE,For Sale
Avelgem,295000,HOUSE,HOUSE,3,205,0,0,0,0,None,0,None,420,None,0,GOOD,For Sale
Schelle,409000,HOUSE,HOUSE,3,208,0,0,0,1,None,1,260,370,2,0,GOOD,For Sale
Turnhout,485000,HOUSE,HOUSE,4,145,1,0,0,1,20,1,220,227,3,0,AS_NEW,For Sale
Mariakerke,545000,HOUSE,HOUSE,2,161,1,0,1,1,45,1,737,737,4,0,AS_NEW,For Sale
Mariakerke,495000,HOUSE,HOUSE,3,147,1,0,0,0,None,1,128,219,None,0,JUST_RENOVATED,For Sale
Westende,195000,HOUSE,HOUSE,2,None,0,0,0,0,None,0,None,60,None,0,None,For Sale
Ronsele,378300,HOUSE,HOUSE,3,160,0,0,0,0,None,1,72,135,None,0,GOOD,For Sale
Achel,339000,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,395,None,0,AS_NEW,For Sale
Roeselare,492846,HOUSE,VILLA,3,None,0,0,0,0,None,0,None,463,None,0,GOOD,For Sale
Zwevegem,375000,APARTMENT,APARTMENT,2,122,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Rollegem,431113,HOUSE,HOUSE,3,None,1,0,0,0,None,0,None,509,None,0,None,For Sale
Hasselt,430000,HOUSE,MIXED_USE_BUILDING,4,248,1,0,0,1,None,0,None,813,3,0,None,For Sale
Oostrozebeke,198000,APARTMENT,APARTMENT,2,96,0,0,0,1,8,0,None,None,2,0,None,For Sale
Oostrozebeke,399000,HOUSE,HOUSE,3,210,0,0,0,0,None,0,None,610,2,0,GOOD,For Sale
Geel,116000,APARTMENT,KOT,1,13,0,0,0,0,None,0,None,None,None,0,JUST_RENOVATED,For Sale
Ronse,459000,HOUSE,HOUSE,2,185,1,0,0,0,None,0,None,1340,None,0,GOOD,For Sale
Torhout,440000,HOUSE,HOUSE,4,None,0,0,0,0,None,0,None,0,None,0,GOOD,For Sale
Binche Leval-Trahegnies,220000,HOUSE,HOUSE,3,235,0,0,0,1,None,0,None,550,4,0,GOOD,For Sale
Buggenhout,295000,APARTMENT,APARTMENT,1,92,0,0,0,1,None,0,None,None,None,0,None,For Sale
Buggenhout,310000,APARTMENT,APARTMENT,2,98,0,0,0,1,10,0,None,None,None,0,None,For Sale
Kalken,443674,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,661,None,0,GOOD,For Sale
Buggenhout,365000,APARTMENT,APARTMENT,2,115,0,0,0,1,12,0,None,None,None,0,None,For Sale
Buggenhout,375000,APARTMENT,APARTMENT,2,119,0,0,0,1,14,0,None,None,None,0,None,For Sale
Buggenhout,370000,APARTMENT,APARTMENT,2,113,0,0,0,1,15,1,70,None,None,0,None,For Sale
Blankenberge,139900,APARTMENT,APARTMENT,2,60,0,0,0,0,None,0,None,None,1,0,TO_RENOVATE,For Sale
Buggenhout,320000,APARTMENT,APARTMENT,2,100,0,0,0,1,9,1,30,None,None,0,None,For Sale
Incourt,499000,HOUSE,VILLA,4,220,0,0,1,1,36,0,None,1140,4,0,None,For Sale
Knokke-Heist,895000,HOUSE,VILLA,4,318,0,0,0,0,None,0,None,1229,None,0,None,For Sale
Ouffet,149000,HOUSE,HOUSE,2,105,0,0,0,0,None,0,None,82,3,0,TO_BE_DONE_UP,For Sale
Grâce-Hollogne,149000,HOUSE,HOUSE,2,141,0,0,0,0,None,1,72,277,3,0,GOOD,For Sale
La Louvière,149000,HOUSE,MIXED_USE_BUILDING,2,143,0,0,0,1,None,0,None,88,2,0,GOOD,For Sale
FLÉMALLE-GRANDE,119000,HOUSE,HOUSE,2,93,0,0,0,1,25,0,None,90,2,0,GOOD,For Sale
Waremme,150000,HOUSE,HOUSE,4,220,0,0,0,0,None,0,None,141,2,0,TO_RENOVATE,For Sale
Chaudfontaine,99000,HOUSE,HOUSE,2,65,0,0,0,1,10,1,250,371,4,0,TO_RENOVATE,For Sale
COUILLET,90000,HOUSE,HOUSE,2,84,0,0,0,0,None,1,50,165,3,0,TO_RENOVATE,For Sale
Erpe-Mere,149000,HOUSE,HOUSE,2,126,0,0,0,0,None,1,90,296,3,0,TO_RENOVATE,For Sale
Dison,119000,HOUSE,HOUSE,5,152,0,0,0,1,50,0,None,90,3,0,TO_RENOVATE,For Sale
Flémalle,179000,HOUSE,HOUSE,2,108,0,0,0,1,21,1,252,340,3,0,GOOD,For Sale
VISE,185000,HOUSE,HOUSE,3,176,0,0,0,1,30,0,None,169,2,0,TO_RENOVATE,For Sale
Liège,185000,HOUSE,HOUSE,2,109,0,0,0,1,6,1,1,0,2,0,GOOD,For Sale
NIVELLES,195000,HOUSE,HOUSE,3,102,0,0,0,0,None,0,None,255,2,0,TO_RENOVATE,For Sale
ATHUS,195000,HOUSE,HOUSE,3,95,0,0,1,0,None,0,None,195,3,0,TO_RENOVATE,For Sale
WAREGEM,198000,HOUSE,HOUSE,1,90,0,0,0,0,None,0,None,90,3,0,GOOD,For Sale
Lede,198000,HOUSE,HOUSE,3,166,0,0,0,0,None,1,300,460,3,0,TO_RENOVATE,For Sale
LEUZE-EN-HAINAUT,200000,HOUSE,HOUSE,3,187,0,0,0,1,None,0,None,111,2,0,GOOD,For Sale
ÉREZÉE,199000,HOUSE,HOUSE,2,169,0,0,0,1,None,1,900,1220,None,0,TO_RENOVATE,For Sale
Awans,219000,HOUSE,APARTMENT_BLOCK,5,173,0,0,0,0,None,1,100,380,3,0,None,For Sale
Awans,219000,HOUSE,HOUSE,5,173,0,0,0,0,None,1,100,380,3,0,None,For Sale
Forrières,229000,HOUSE,MIXED_USE_BUILDING,0,406,0,0,0,1,25,0,None,649,4,0,TO_BE_DONE_UP,For Sale
Wanze,230000,HOUSE,HOUSE,4,120,0,0,0,0,None,0,None,502,3,0,None,For Sale
SINT-NIKLAAS,239500,HOUSE,HOUSE,6,126,0,0,0,0,None,0,None,70,2,0,GOOD,For Sale
Gent,380000,HOUSE,MANSION,4,308,0,0,0,0,None,0,None,170,None,0,TO_RENOVATE,For Sale
Ranst,269000,HOUSE,HOUSE,3,190,0,0,0,0,None,0,None,440,None,0,TO_RENOVATE,For Sale
MUSSON,230000,HOUSE,HOUSE,3,153,0,0,0,1,None,0,None,290,3,0,TO_RENOVATE,For Sale
Oostende,750000,HOUSE,HOUSE,4,150,0,0,0,0,None,0,None,0,None,0,AS_NEW,For Sale
Amay,245000,HOUSE,VILLA,3,180,0,0,0,1,35,1,400,640,4,0,None,For Sale
Izegem,279000,HOUSE,TOWN_HOUSE,3,213,0,0,0,1,75,1,75,150,2,0,TO_BE_DONE_UP,For Sale
Sint-Andries,899000,HOUSE,VILLA,3,None,0,0,0,0,None,0,None,0,None,0,None,For Sale
Brugge,269000,APARTMENT,APARTMENT,1,76,0,0,0,1,11,0,None,None,2,0,GOOD,For Sale
BROECHEM,372000,HOUSE,HOUSE,3,131,1,0,0,0,None,0,None,363,2,0,GOOD,For Sale
Eeklo,575000,HOUSE,MANSION,0,None,0,0,0,0,None,0,None,1161,2,0,TO_BE_DONE_UP,For Sale
Hasselt,199000,APARTMENT,APARTMENT,1,52,0,0,0,0,None,0,None,None,None,0,AS_NEW,For Sale
Tubize,207000,HOUSE,HOUSE,2,74,0,0,0,1,10,1,22,75,2,0,GOOD,For Sale
Brugge,290000,HOUSE,HOUSE,3,125,0,0,0,0,None,0,None,65,None,0,GOOD,For Sale
Oostende,530000,HOUSE,APARTMENT_BLOCK,6,194,0,0,0,0,None,0,None,57,2,0,AS_NEW,For Sale
Oostende,530000,HOUSE,HOUSE,6,194,0,0,0,0,None,0,None,57,2,0,AS_NEW,For Sale
Oostende,225000,APARTMENT,DUPLEX,2,None,0,0,0,1,4,0,None,None,None,0,None,For Sale
Denderleeuw,295000,APARTMENT,DUPLEX,2,88,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Ramskapelle (8620),319000,HOUSE,HOUSE,4,200,0,0,0,0,None,0,None,478,None,0,TO_RENOVATE,For Sale
Welden,479000,HOUSE,HOUSE,3,150,0,0,0,0,None,0,None,536,None,0,GOOD,For Sale
Roeselare,225000,HOUSE,HOUSE,4,142,0,0,0,0,None,0,None,960,None,0,TO_RENOVATE,For Sale
Roeselare,300000,HOUSE,HOUSE,3,146,0,0,0,1,19,1,85,183,None,0,GOOD,For Sale
Ardooie,130000,HOUSE,HOUSE,1,None,0,0,0,0,None,0,None,234,None,0,None,For Sale
Wondelgem,227000,APARTMENT,APARTMENT,2,78,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Schoten,530000,APARTMENT,APARTMENT,3,125,1,0,0,1,10,0,None,None,None,0,None,For Sale
Linkeroever,440500,APARTMENT,APARTMENT,2,103,0,0,0,1,17,0,None,None,None,0,AS_NEW,For Sale
Oudenaarde,278500,HOUSE,MIXED_USE_BUILDING,3,208,0,0,0,0,None,0,None,145,3,0,TO_BE_DONE_UP,For Sale
LENS,260000,HOUSE,HOUSE,3,175,0,0,1,1,None,0,None,276,2,0,GOOD,For Sale
Haaltert,275000,HOUSE,HOUSE,3,135,1,0,0,1,40,1,195,376,3,0,None,For Sale
Landen,288000,HOUSE,HOUSE,2,150,1,0,0,1,80,1,100,252,3,0,JUST_RENOVATED,For Sale
ENGIS,279500,HOUSE,HOUSE,3,130,0,0,0,1,None,0,None,0,4,0,GOOD,For Sale
ARLON,280000,HOUSE,HOUSE,5,224,0,0,0,1,None,0,None,364,2,0,TO_BE_DONE_UP,For Sale
Temse,284000,HOUSE,HOUSE,3,160,0,0,0,1,18,1,323,429,2,0,TO_BE_DONE_UP,For Sale
HUISSIGNIES,260000,HOUSE,HOUSE,2,200,0,0,1,1,None,1,1382,1382,4,0,GOOD,For Sale
Sprimont,285000,HOUSE,HOUSE,4,229,0,0,0,0,None,0,None,430,2,0,TO_RENOVATE,For Sale
LIÈGE,275000,HOUSE,HOUSE,6,250,0,0,0,0,None,1,50,160,2,0,TO_RENOVATE,For Sale
MECHELEN,289000,HOUSE,HOUSE,2,123,0,0,0,1,None,0,None,75,2,0,None,For Sale
AMAY,295000,HOUSE,HOUSE,3,180,0,0,0,1,30,1,350,0,3,0,GOOD,For Sale
Affligem,295000,HOUSE,HOUSE,3,132,0,0,0,1,15,1,400,520,3,0,GOOD,For Sale
SOMBREFFE,295000,HOUSE,HOUSE,3,130,0,0,0,0,None,0,None,400,3,0,GOOD,For Sale
TILLEUR,298000,HOUSE,HOUSE,3,160,0,0,0,1,36,1,100,315,2,0,None,For Sale
FLÉMALLE,299000,HOUSE,APARTMENT_BLOCK,3,180,0,0,0,0,None,0,None,467,4,0,JUST_RENOVATED,For Sale
VIRTON,295000,HOUSE,EXCEPTIONAL_PROPERTY,6,420,0,0,0,0,None,1,189,189,3,0,TO_RENOVATE,For Sale
Ans,299000,HOUSE,HOUSE,4,149,0,0,0,1,65,0,None,155,2,0,None,For Sale
Ninove,299000,HOUSE,MIXED_USE_BUILDING,3,178,0,0,0,1,110,0,None,615,3,0,TO_BE_DONE_UP,For Sale
Lint,314800,HOUSE,HOUSE,4,167,0,0,0,1,28,1,200,326,3,0,GOOD,For Sale
Braine-l'Alleud,300000,HOUSE,MIXED_USE_BUILDING,2,180,0,0,0,0,None,0,None,110,2,0,TO_RENOVATE,For Sale
VIRTON,320000,HOUSE,MIXED_USE_BUILDING,4,215,0,0,0,0,None,0,None,1097,3,0,GOOD,For Sale
Forest,325000,HOUSE,HOUSE,3,100,0,0,0,0,None,0,None,80,2,0,TO_RENOVATE,For Sale
Hamoir,325000,HOUSE,HOUSE,3,159,0,0,0,1,13,1,2789,2789,4,0,GOOD,For Sale
Herstal,319000,HOUSE,HOUSE,4,189,1,0,1,1,50,1,500,690,3,0,TO_BE_DONE_UP,For Sale
VITRIVAL,325000,HOUSE,HOUSE,3,145,1,0,1,0,None,0,None,2205,4,0,GOOD,For Sale
Affligem,440000,HOUSE,HOUSE,3,270,0,0,0,0,None,0,None,2255,None,0,TO_RENOVATE,For Sale
VIELSALM,329000,HOUSE,HOUSE,4,185,0,0,0,1,20,1,750,854,None,0,GOOD,For Sale
BOORTMEERBEEK,849000,HOUSE,VILLA,4,308,0,0,0,0,None,0,None,950,4,1,JUST_RENOVATED,For Sale
Sint-Kruis,479000,HOUSE,HOUSE,2,132,0,0,0,1,None,0,None,1011,4,0,None,For Sale
Vilvoorde,329000,HOUSE,HOUSE,3,115,1,0,0,1,10,1,76,187,2,0,TO_RENOVATE,For Sale
Knokke-Heist,3085000,HOUSE,VILLA,4,None,0,0,0,0,None,0,None,274,None,0,AS_NEW,For Sale
Athus,269000,APARTMENT,APARTMENT,2,117,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
De Haan,329000,HOUSE,HOUSE,3,153,0,0,0,0,None,0,None,312,None,0,GOOD,For Sale
Zeebrugge,149000,APARTMENT,APARTMENT,3,82,0,0,0,0,None,0,None,None,3,0,TO_RENOVATE,For Sale
BREENDONK,435000,HOUSE,EXCEPTIONAL_PROPERTY,3,150,0,0,0,1,24,1,200,479,4,0,AS_NEW,For Sale
Knokke-Zoute,1325000,HOUSE,HOUSE,4,212,1,0,0,0,None,0,None,149,3,0,GOOD,For Sale
Hoboken,250000,HOUSE,HOUSE,2,120,0,0,0,1,15,0,None,73,4,0,TO_BE_DONE_UP,For Sale
Aalst,190000,APARTMENT,APARTMENT,2,82,0,0,0,1,None,0,None,None,None,0,TO_BE_DONE_UP,For Sale
Heist-op-den-Berg,175000,HOUSE,HOUSE,2,72,0,0,0,0,None,0,None,113,2,0,TO_RENOVATE,For Sale
Oudenaarde,262000,APARTMENT,GROUND_FLOOR,2,79,1,0,0,1,7,1,10,None,2,0,GOOD,For Sale
Lokeren,174000,APARTMENT,APARTMENT,1,None,0,0,0,1,None,0,None,None,4,0,AS_NEW,For Sale
Knokke-Zoute,1375000,HOUSE,HOUSE,5,205,1,0,0,0,None,0,None,144,2,0,GOOD,For Sale
Oudenaarde,280000,APARTMENT,GROUND_FLOOR,2,87,1,0,0,1,7,1,12,None,2,0,GOOD,For Sale
Sint-Katelijne-Waver,349000,HOUSE,HOUSE,3,145,0,0,0,1,30,1,190,355,3,0,GOOD,For Sale
Ingelmunster,330000,HOUSE,HOUSE,3,150,0,0,0,1,None,0,None,125,None,0,GOOD,For Sale
Waterloo,350000,HOUSE,MIXED_USE_BUILDING,4,145,0,0,0,1,None,1,100,247,2,0,GOOD,For Sale
MOMALLE,349000,HOUSE,HOUSE,4,249,0,0,0,1,None,0,None,2626,4,0,GOOD,For Sale
MAARKEDAL,349000,HOUSE,HOUSE,3,153,0,0,0,1,25,0,None,610,3,0,None,For Sale
Noduwez,349000,HOUSE,VILLA,4,150,0,0,0,1,None,0,None,1260,4,0,TO_RENOVATE,For Sale
BEAUFAYS,340000,HOUSE,HOUSE,2,187,0,0,0,0,None,1,292,914,4,0,GOOD,For Sale
Balen,349000,HOUSE,HOUSE,4,270,0,0,0,1,60,1,150,430,2,0,JUST_RENOVATED,For Sale
Antwerpen,334000,HOUSE,TOWN_HOUSE,2,150,0,0,0,1,35,0,None,52,2,0,GOOD,For Sale
Hoegaarden,349000,HOUSE,HOUSE,4,251,0,0,1,1,32,1,410,535,3,0,TO_BE_DONE_UP,For Sale
Engis,350000,HOUSE,HOUSE,3,147,0,0,0,1,50,0,None,137,3,0,None,For Sale
Herne,358939,HOUSE,HOUSE,2,90,1,0,0,1,20,1,50,97,3,0,GOOD,For Sale
Zulte,354500,HOUSE,HOUSE,3,142,0,0,0,1,19,0,None,645,3,0,GOOD,For Sale
Lombardsijde,350000,HOUSE,HOUSE,3,118,0,0,0,1,24,1,72,215,4,0,AS_NEW,For Sale
Herzele,359000,HOUSE,HOUSE,3,165,0,0,0,1,None,0,None,1725,4,0,TO_BE_DONE_UP,For Sale
DILBEEK,369000,HOUSE,HOUSE,3,129,0,0,0,1,10,1,78,185,2,0,None,For Sale
ANZEGEM,360000,HOUSE,HOUSE,5,196,0,0,0,1,17,0,None,592,2,0,JUST_RENOVATED,For Sale
Sint-Pieters-Leeuw,365000,HOUSE,HOUSE,3,150,0,0,0,1,12,1,155,249,None,0,TO_BE_DONE_UP,For Sale
Deurne,369000,HOUSE,TOWN_HOUSE,3,144,0,0,0,1,6,1,60,114,2,0,AS_NEW,For Sale
Herne,376579,HOUSE,HOUSE,3,110,1,0,0,1,20,1,30,90,2,0,GOOD,For Sale
SINT-KWINTENS-LENNIK,379000,HOUSE,HOUSE,4,266,0,0,0,1,None,0,None,1005,4,0,TO_RENOVATE,For Sale
HEIST-OP-DEN-BERG,378000,HOUSE,HOUSE,4,249,0,0,0,0,None,0,None,599,3,0,None,For Sale
Vresse-sur-Semois,380000,HOUSE,EXCEPTIONAL_PROPERTY,3,391,0,0,1,1,100,1,3785,3785,4,0,AS_NEW,For Sale
Brugge St Andries,385000,HOUSE,HOUSE,3,208,0,0,0,1,23,1,104,268,2,0,TO_BE_DONE_UP,For Sale
MEIX-LE-TIGE,390000,HOUSE,HOUSE,4,164,0,0,0,0,None,0,None,965,3,0,GOOD,For Sale
Gent,385000,HOUSE,HOUSE,4,145,0,0,0,0,None,0,None,40,2,0,JUST_RENOVATED,For Sale
Grivegnée,395000,HOUSE,HOUSE,4,310,0,0,0,1,None,1,2040,2455,2,0,GOOD,For Sale
Oostende,389000,HOUSE,HOUSE,4,150,0,0,0,1,24,1,93,215,2,0,GOOD,For Sale
Rhode-Saint-Genèse,395000,HOUSE,HOUSE,4,123,0,0,0,1,20,1,140,210,3,0,GOOD,For Sale
Wetteren,522116,HOUSE,VILLA,3,165,1,0,0,1,23,1,718,838,4,0,GOOD,For Sale
Brakel,395000,HOUSE,HOUSE,3,120,1,0,0,0,None,0,None,394,4,0,GOOD,For Sale
Rixensart Genval,225000,APARTMENT,APARTMENT,2,None,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
Rixensart Genval,265000,APARTMENT,GROUND_FLOOR,2,91,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
Rixensart Genval,245000,APARTMENT,APARTMENT,2,80,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
Elverdinge,462069,HOUSE,HOUSE,4,None,1,0,0,1,None,0,None,1141,4,0,None,For Sale
Berlare,395000,HOUSE,HOUSE,3,168,0,0,0,0,None,0,None,420,3,0,None,For Sale
Gent,450000,HOUSE,HOUSE,2,None,0,0,0,0,None,0,None,432,2,0,TO_RENOVATE,For Sale
DILBEEK,289000,APARTMENT,PENTHOUSE,2,84,0,0,0,1,4,0,None,None,None,0,GOOD,For Sale
SCHEPDAAL,289000,APARTMENT,PENTHOUSE,2,84,0,0,0,1,4,0,None,None,None,0,GOOD,For Sale
Braine-l'Alleud,485000,HOUSE,HOUSE,4,190,0,0,0,1,None,0,None,435,2,0,None,For Sale
HASSELT,420150,APARTMENT,APARTMENT,2,114,0,0,0,1,16,0,None,None,2,0,None,For Sale
Rochefort,199000,APARTMENT,DUPLEX,2,142,0,0,0,0,None,0,None,None,3,0,GOOD,For Sale
Wuustwezel,585000,HOUSE,HOUSE,4,199,0,0,0,1,None,0,None,598,3,0,AS_NEW,For Sale
NAMUR,135000,APARTMENT,APARTMENT,1,33,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
NAMUR,165000,APARTMENT,APARTMENT,2,55,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
NAMUR,165000,APARTMENT,APARTMENT,1,53,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
NAMUR,145000,APARTMENT,APARTMENT,1,41,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
NAMUR,155000,APARTMENT,APARTMENT,1,50,0,0,0,0,None,0,None,None,None,0,GOOD,For Sale
Grimbergen,375000,HOUSE,HOUSE,3,150,0,0,0,1,20,1,1750,2174,4,0,TO_RENOVATE,For Sale
Neupre,399000,HOUSE,HOUSE,2,700,0,0,0,0,None,0,None,0,3,0,GOOD,For Sale
Boom,419000,HOUSE,TOWN_HOUSE,4,211,1,0,0,1,40,1,225,275,1,0,JUST_RENOVATED,For Sale
Deinze,395000,HOUSE,HOUSE,3,178,0,0,0,1,35,1,200,341,3,0,AS_NEW,For Sale
Opwijk,429000,HOUSE,HOUSE,3,175,0,0,0,1,20,1,465,609,4,0,GOOD,For Sale
Berchem-Sainte-Agathe,425000,HOUSE,HOUSE,5,169,1,0,0,1,25,1,50,174,2,0,AS_NEW,For Sale
BLANKENBERGE,399000,HOUSE,HOUSE,4,111,0,0,0,0,None,0,None,0,2,0,GOOD,For Sale
